node_name,node_id,status,cpu_percent,mem_percent,gpu_percent,disk_percent
4947120d475af0d4792307de,210,online,9.6,0.8,32.5,5.2
6971c3754faf58e124aff4d5,211,online,10.8,0.7,24.2,3.8
369d105fccfb5d841db845e6,212,online,16.7,0.5,50.7,1.7
557fea60e7dd66b7e564b6b5,213,online,14.6,0.6,43.3,3.3
1803c6273047224b31a815d8,214,online,10.3,0.6,33.6,2.1
48905821a942ace6fb6dc08c,215,online,18.4,0.7,45.1,5.7
38c2b7eed3dada90aec41a4c,216,online,17.4,0.8,50.6,7.0
ba69dc2c09b07aefac5cf1d8,217,online,13.6,0.7,49.1,6.7
ae95936de757e1cfc023989a,218,online,12.8,0.7,32.2,3.8
048d883ff19276ad62189797,219,online,17.4,0.8,43.4,8.4
d0b662d3bd90ba327807c4e6,220,online,15.0,0.7,36.0,4.7
c3f657200c0c9565a9a319db,221,online,22.1,0.8,43.5,11.0
af52e272b296cc495188e3eb,222,online,8.1,0.4,11.1,2.1
ceac47c981e751b1a66fa2ed,223,online,16.1,0.6,31.5,4.2
b2a23318a8047c888da8c0e7,224,online,15.0,0.7,37.0,4.8
94802ae174962c4423cef013,225,online,14.5,0.7,34.2,4.8
648fcfd4f02fe5a9b8fcf3ec,226,online,13.4,0.7,41.9,4.6
eba179f0d6544dffc14d4f53,227,online,11.9,0.8,36.1,5.8
26473190adde7238a4a16330,228,online,14.9,0.9,39.0,4.0
4ffcb28027d2fec7de191c1c,229,online,13.8,0.7,30.1,6.8
e2a78897d0ae84f600e555a0,230,online,5.7,0.6,16.4,2.5
2f165b3c28c530a5a2b4624f,231,online,8.7,0.6,22.4,3.1
73ffa4872a3622ff60c6e65f,232,online,18.7,0.7,53.5,8.8
940e63a9bf78d67a4a0fd14c,233,online,13.3,0.8,42.0,8.3
1b8880253cb0ba610bf20b7b,234,online,12.3,0.6,32.8,6.5
68bcfd80164210615c3554d9,235,online,9.1,0.7,24.4,2.7
becb4f468bfa9b59a8af8c1f,236,online,13.7,0.8,33.0,6.3
61c22a98fbb4e6586a648c48,237,online,19.2,0.7,50.1,5.7
0cdb1aee05dd2694dff3a413,238,online,13.3,0.7,35.3,4.9
ff1fb51807477d22a3609d29,239,online,21.6,0.8,58.3,14.1
c28af0d92037468de16e00f6,240,online,10.5,0.9,43.8,6.1
f06f7f58f6202018706853d4,241,online,22.3,0.6,70.1,7.6
ce6b9b570e1fc3d2c3a6e3f0,242,online,12.2,0.7,32.3,4.5
bfb72c6f761c3147132df46a,243,online,13.6,0.7,30.2,5.6
566e39a5250ece67be0b89af,244,online,11.4,0.7,33.6,5.1
d3e7a846cf9c264ea7e45944,245,online,12.7,0.7,24.3,3.1
4d362195c887cbfc274394e7,246,online,17.7,0.7,35.3,4.3
9bc0004181b2f06384a4975d,247,online,10.0,0.7,29.0,4.6
aa333030db9e5b4a43696fdd,248,online,16.2,0.8,43.7,8.2
8a237e407ca71c1fb4d5a6c8,249,online,0.0,0.0,0.0,0.0
c1c84608c5578337a933a71a,250,online,7.4,0.5,23.8,3.0
6eaa47e3f809f51de82fc782,251,online,18.1,0.7,55.1,3.5
9b7ccd7fad51790d81b87c74,252,online,25.2,0.9,48.8,13.0
3cc5f405314f1cfad5ee3ca7,253,online,16.6,0.7,42.4,6.3
488e6e6cd2d3e51f9472e9d8,254,online,24.6,0.9,59.6,13.0
b76a7f25950caf05fa0ae000,255,online,14.2,0.8,33.2,4.2
2e631837c0d5c356b97ab59c,256,online,14.8,0.7,35.7,5.7
ac7e22339a2e1564241a7083,257,online,15.7,0.8,45.2,6.5
171aa25237b0956387f8872f,258,online,10.2,0.6,35.2,3.4
5eb196f606df6e24ab37d041,259,online,13.1,0.7,50.2,5.4
4e430d57d7b87308a2ca46d7,260,online,18.1,0.8,44.3,6.7
8a7534c9afa24007a4964200,261,online,18.9,0.7,45.6,10.8
a34842d3adc36019043601a3,262,online,9.8,0.7,30.1,4.3
515d4c3bf3b27071da789dc3,263,online,19.5,0.8,52.1,9.7
165261853e188ca69c4fbcdf,264,online,9.7,0.7,18.0,2.3
68bea0c2fb34412f6bfe2337,265,online,13.2,0.7,48.1,8.9
284b22a4e7d271b8de186260,266,online,7.0,0.6,15.7,2.3
b8310c95282180b9dd2217ff,267,online,14.5,0.7,43.7,4.6
486abe5db49675c8e75cf98f,268,online,21.8,0.9,46.1,9.5
2579c9c4d1a724f5ff31b953,269,online,21.7,0.8,53.6,15.2
fec1ad42d8280fd889dd1da3,270,online,20.3,0.7,33.8,6.6
9f955666e78281a66dfdbef0,271,online,9.4,0.7,35.0,4.9
126a77f10e483d2521a36465,272,online,0.0,0.5,15.7,3.4
445376e5f950619b9c04eacb,273,online,8.7,0.5,14.7,2.3
59637566e2dd5767a19f0274,274,online,21.5,0.8,53.9,11.5
936bf62b415862e90165d18b,275,online,12.4,0.6,33.7,4.6
328df438cce004e9aaf060da,276,online,12.2,0.6,37.4,2.4
c9f329a527332df31948e187,277,online,7.4,0.5,14.5,1.1
431088213e11b6b18349a0c7,278,online,12.4,0.7,46.6,4.0
0bee6bc4ee16de0f1fd508f1,279,online,17.3,0.7,53.4,4.5
db649b19d0f0aaee57b28f5d,280,online,13.2,0.8,35.1,6.3
6614f06bb47c3b1cae79d2e6,281,online,13.7,0.7,46.5,3.2
b70b1fe7c41ac328b81b9cd9,282,online,6.8,0.6,20.1,2.5
81cf65bfc9773a48d8b8e3ac,283,online,0.0,0.8,0.0,12.8
4362ff50d9323ed9c7c26c80,284,online,11.0,0.7,32.8,3.1
ad6875c2e4a8860f97c45a40,285,online,22.0,0.8,48.9,12.6
0bfbd4e15186c99853d34362,286,online,11.0,0.7,26.6,4.4
cbab5c1bcdcdb6a98c7d3aec,287,online,16.6,0.8,47.3,9.0
4a5353311d78363bbb4c74c8,288,online,16.1,0.7,50.8,5.9
d8f253a6857bc228454f325f,289,online,13.2,0.7,37.6,5.4
97e5fd164ca6cd8bb8673c72,290,online,23.1,0.9,58.6,17.0
abb59d16726b817553dca342,291,online,12.9,0.6,25.8,3.7
f6771f3311bc137e58c0621f,292,online,14.2,0.8,54.8,4.5
ed9c6214dca2397f01af40ea,293,online,18.3,0.8,55.0,11.0
8f172d79045757e8b1d97e28,294,online,12.0,0.7,44.0,6.5
09d90405ebab7eb80790940d,295,online,18.6,0.8,47.6,6.8
cfff5c6c44542ab408d30680,296,online,15.7,0.7,46.1,8.2
48f9612349dec57a1cd8502f,297,online,13.2,0.7,37.8,7.7
e5b277dbd8485ca2b68351a1,298,online,12.9,0.8,36.3,4.5
76ac8fc39a8b1748bd569ed5,299,online,10.1,0.7,34.3,2.8
cd64361fe6c3d5c2b33d22d5,300,online,19.7,0.8,49.9,6.0
b2918c3b1aee0ccd76a3c188,301,online,16.0,0.6,53.6,4.6
ae093d60749c50cda2fdf0f6,302,online,13.3,0.7,39.5,3.2
e9ed0a736e37bbd8769d91f8,303,online,18.6,0.8,46.5,10.4
56783dcfa44a5bd057b7af2d,304,online,13.8,0.8,35.1,7.2
28a2ff7e7bfd4bca69b60a68,305,online,15.0,0.8,29.7,4.1
541eda77fce5fcc543439276,306,online,25.4,0.9,48.2,13.4
a0138daaa4723e898fc256a1,307,online,9.3,0.4,10.3,1.0
798e9eb9e6a5ded9a20e1b43,308,online,14.7,0.6,26.7,4.4
4463ba7794eb4eb0a26ddff2,309,online,9.8,0.7,30.7,1.9
37cc6d4101aadd3dcbee29f9,310,online,7.3,0.6,28.4,3.2
01cb92957670e37b114405a3,311,online,15.5,0.8,40.7,5.2
b47c62f9230f116a511302a5,312,online,16.3,0.7,35.5,5.4
b7ce2f45866cbf348e4b872b,313,online,11.1,0.6,25.2,4.7
8999229954db39ad380139c9,314,online,9.4,0.5,20.7,2.1
373018eeadd8b8e6e77af14e,315,online,12.1,0.8,31.5,3.6
e3e5dcf9f96a92d44feb64f9,316,online,16.8,0.6,56.4,7.7
d2c7e20e0ca3d1b55da56de8,317,online,14.6,0.7,23.6,2.9
fdaa850849689c130a59bc30,318,online,7.2,0.6,29.7,1.8
31ec4bf9f389cdf6a64e24b2,319,online,11.3,0.7,34.9,5.0
f170758207b017fa2d91e1ee,320,online,14.9,0.8,42.7,6.4
bfe4e64bddd934561caf53c2,321,online,8.3,0.5,16.0,3.0
c2cde392013e3097fc1ce568,322,online,11.4,0.6,39.0,3.8
40279ff88ba14a2a62df2602,323,online,13.7,0.8,37.4,6.4
c24ffc81c9aa6f137f574214,324,online,10.7,0.6,48.3,1.9
8ac847b1ca51dccd9decdfef,325,online,7.2,0.7,40.8,0.9
68e1d50f502ed9484714caab,326,online,11.1,0.6,36.9,3.4
